L-RPM,R-RPM,Speed,Swing_Level,Spin_Level,Position,Pan,Pan actual,Tilt,Tilt actual,Left Tilt,Left Tilt Actual,Right Tilt,Right Tilt Actual,X,Y
,,,,,top-mid-right-7,2664.0,2660.0,3285.0,3290.0,1300.0,1303.0,1420.0,1415.0,300,25
444.5,347.0,120.0,Swing Level 4,Spin Level -2,centre - 0,2890.0,2888.5,3295.0,3297.5,1195.0,1198.0,1235.0,1236.5,150,40
,,,,,top- 1,2880.0,2885.0,3290.0,3290.0,1460.0,1455.0,1540.0,1542.0,150,5
,,,,,left - 2,3126.0,3126.0,3290.0,3293.0,1190.0,1195.0,1270.0,1273.0,0,40
,,,,,right - 3,2676.0,2671.0,3290.0,3298.0,1190.0,1188.0,1270.0,1270.0,300,40
,,,,,bottom - 4,2880.0,2881.0,3290.0,3288.0,790.0,787.0,870.0,866.0,150,80
,,,,,top-mid-centre-5,2880.0,2875.0,3290.0,3296.0,1320.0,1323.0,1400.0,1401.0,150,25
,,,,,top-mid-left-6,3126.0,3127.0,3290.0,3288.0,1320.0,1321.0,1400.0,1396.0,0,25
,,,,,top-mid-right-7,2676.0,2681.0,3290.0,3291.0,1320.0,1319.0,1400.0,1402.0,300,25
444.5,347.0,120.0,Swing Level 4,Spin Level -1,centre - 0,2895.0,2893.0,3297.5,3299.0,1205.0,1207.5,1225.0,1224.5,150,40
,,,,,top- 1,2890.0,2886.0,3295.0,3292.0,1480.0,1477.0,1520.0,1517.0,150,5
,,,,,left - 2,3138.0,3133.0,3295.0,3295.0,1210.0,1211.0,1250.0,1255.0,0,40
,,,,,right - 3,2688.0,2687.0,3295.0,3302.0,1210.0,1211.0,1250.0,1246.0,300,40
,,,,,bottom - 4,2890.0,2891.0,3295.0,3302.0,810.0,813.0,850.0,849.0,150,80
,,,,,top-mid-centre-5,2890.0,2894.0,3295.0,3301.0,1340.0,1345.0,1380.0,1375.0,150,25
,,,,,top-mid-left-6,3138.0,3139.0,3295.0,3293.0,1340.0,1339.0,1380.0,1383.0,0,25
,,,,,top-mid-right-7,2688.0,2689.0,3295.0,3294.0,1340.0,1339.0,1380.0,1384.0,300,25
549.0,354.0,120.0,Swing Level 4,Spin Level 0,centre - 0,2900.0,2897.0,3300.0,3305.0,1200.0,1205.0,1200.0,1198.0,150,40
,,,,,top- 1,2940.0,2940.5,3128.0,3128.8,1280.0,1281.8,1120.0,1119.4,150,5
,,,,,left - 2,3190.0,3192.5,3128.0,3128.2,1280.0,1277.9,1120.0,1121.2,0,40
,,,,,right - 3,2740.0,2741.8,3128.0,3126.9,1280.0,1282.1,1120.0,1122.4,300,40
,,,,,bottom - 4,2940.0,2938.7,3128.0,3130.9,1280.0,1277.8,1120.0,1118.2,150,80
,,,,,top-mid-centre-5,3065.0,3063.1,3128.0,3130.4,1280.0,1280.9,1120.0,1117.9,150,25
,,,,,top-mid-left-6,3290.0,3289.6,3128.0,3128.7,1280.0,1277.5,1120.0,1122.3,0,25
,,,,,top-mid-right-7,2900.0,2901.8,3128.0,3128.0,1280.0,1282.8,1120.0,1119.5,300,25
444.5,347.0,120.0,Swing Level 4,Spin Level 1,centre - 0,2905.0,2901.5,3302.5,3305.5,1225.0,1225.5,1205.0,1201.5,150,40
,,,,,top- 1,2910.0,2909.0,3305.0,3300.0,1520.0,1517.0,1480.0,1480.0,150,5
,,,,,left - 2,3162.0,3162.0,3305.0,3307.0,1250.0,1249.0,1210.0,1211.0,0,40
,,,,,right - 3,2712.0,2707.0,3305.0,3298.0,1250.0,1251.0,1210.0,1212.0,300,40
,,,,,bottom - 4,2910.0,2906.0,3305.0,3305.0,850.0,854.0,810.0,809.0,150,80
,,,,,top-mid-centre-5,2910.0,2915.0,3305.0,3311.0,1380.0,1378.0,1340.0,1344.0,150,25
,,,,,top-mid-left-6,3162.0,3157.0,3305.0,3300.0,1380.0,1376.0,1340.0,1336.0,0,25
,,,,,top-mid-right-7,2712.0,2710.0,3305.0,3309.0,1380.0,1385.0,1340.0,1337.0,300,25
444.5,347.0,120.0,Swing Level 4,Spin Level 2,centre - 0,2910.0,2911.0,3305.0,3310.0,1235.0,1240.0,1195.0,1192.0,150,40
,,,,,top- 1,2920.0,2918.0,3310.0,3314.0,1540.0,1539.0,1460.0,1459.0,150,5
,,,,,left - 2,3174.0,3178.0,3310.0,3310.0,1270.0,1265.0,1190.0,1195.0,0,40
,,,,,right - 3,2724.0,2723.0,3310.0,3314.0,1270.0,1274.0,1190.0,1190.0,300,40
,,,,,bottom - 4,2920.0,2922.0,3310.0,3318.0,870.0,875.0,790.0,786.0,150,80
,,,,,top-mid-centre-5,2920.0,2919.0,3310.0,3314.0,1400.0,1403.0,1320.0,1321.0,150,25
,,,,,top-mid-left-6,3174.0,3169.0,3310.0,3318.0,1400.0,1399.0,1320.0,1317.0,0,25
,,,,,top-mid-right-7,2724.0,2719.0,3310.0,3304.0,1400.0,1398.0,1320.0,1324.0,300,25
444.5,347.0,120.0,Swing Level 4,Spin Level 3,centre - 0,2915.0,2911.5,3307.5,3312.5,1245.0,1246.0,1185.0,1184.0,150,40
,,,,,top- 1,2930.0,2925.0,3315.0,3315.0,1560.0,1563.0,1440.0,1441.0,150,5
,,,,,left - 2,3186.0,3191.0,3315.0,3312.0,1290.0,1292.0,1170.0,1170.0,0,40
,,,,,right - 3,2736.0,2733.0,3315.0,3311.0,1290.0,1295.0,1170.0,1166.0,300,40
,,,,,bottom - 4,2930.0,2933.0,3315.0,3309.0,890.0,885.0,770.0,768.0,150,80
,,,,,top-mid-centre-5,2930.0,2927.0,3315.0,3311.0,1420.0,1422.0,1300.0,1295.0,150,25
,,,,,top-mid-left-6,3186.0,3186.0,3315.0,3315.0,1420.0,1415.0,1300.0,1302.0,0,25
,,,,,top-mid-right-7,2736.0,2732.0,3315.0,3311.0,1420.0,1417.0,1300.0,1304.0,300,25
444.5,347.0,120.0,Swing Level 4,Spin Level 4,centre - 0,2920.0,2916.5,3310.0,3313.0,1255.0,1259.0,1175.0,1172.0,150,40
,,,,,top- 1,2940.0,2939.0,3320.0,3317.0,1580.0,1577.0,1420.0,1424.0,150,5
,,,,,left - 2,3198.0,3197.0,3320.0,3318.0,1310.0,1313.0,1150.0,1155.0,0,40
,,,,,right - 3,2748.0,2743.0,3320.0,3319.0,1310.0,1311.0,1150.0,1153.0,300,40
,,,,,bottom - 4,2940.0,2943.0,3320.0,3321.0,910.0,915.0,750.0,746.0,150,80
,,,,,top-mid-centre-5,2940.0,2945.0,3320.0,3323.0,1440.0,1442.0,1280.0,1281.0,150,25
,,,,,top-mid-left-6,3198.0,3196.0,3320.0,3317.0,1440.0,1436.0,1280.0,1279.0,0,25
,,,,,top-mid-right-7,2748.0,2751.0,3320.0,3326.0,1440.0,1441.0,1280.0,1279.0,300,25
444.5,347.0,120.0,Swing Level 4,Spin Level 5,centre - 0,2925.0,2926.0,3312.5,3318.0,1265.0,1265.5,1165.0,1164.5,150,40
,,,,,top- 1,2950.0,2953.0,3325.0,3323.0,1600.0,1602.0,1400.0,1400.0,150,5
,,,,,left - 2,3210.0,3206.0,3325.0,3320.0,1330.0,1327.0,1130.0,1130.0,0,40
,,,,,right - 3,2760.0,2762.0,3325.0,3319.0,1330.0,1326.0,1130.0,1131.0,300,40
,,,,,bottom - 4,2950.0,2946.0,3325.0,3326.0,930.0,934.0,730.0,733.0,150,80
,,,,,top-mid-centre-5,2950.0,2954.0,3325.0,3328.0,1460.0,1465.0,1260.0,1257.0,150,25
,,,,,top-mid-left-6,3210.0,3210.0,3325.0,3322.0,1460.0,1457.0,1260.0,1260.0,0,25
,,,,,top-mid-right-7,2760.0,2757.0,3325.0,3327.0,1460.0,1462.0,1260.0,1259.0,300,25
505.0,392.0,120.0,Swing Level 5,Spin Level -5,centre - 0,2875.0,2876.0,3287.5,3293.0,1165.0,1166.5,1265.0,1264.5,150,40
,,,,,top- 1,2850.0,2847.0,3275.0,3267.0,1400.0,1403.0,1600.0,1603.0,150,5
,,,,,left - 2,3090.0,3091.0,3275.0,3283.0,1130.0,1133.0,1330.0,1329.0,0,40
,,,,,right - 3,2640.0,2645.0,3275.0,3269.0,1130.0,1130.0,1330.0,1334.0,300,40
,,,,,bottom - 4,2850.0,2846.0,3275.0,3279.0,730.0,730.0,930.0,931.0,150,80
,,,,,top-mid-centre-5,2850.0,2852.0,3275.0,3267.0,1260.0,1264.0,1460.0,1460.0,150,25
,,,,,top-mid-left-6,3090.0,3093.0,3275.0,3270.0,1260.0,1260.0,1460.0,1464.0,0,25
,,,,,top-mid-right-7,2640.0,2645.0,3275.0,3272.0,1260.0,1259.0,1460.0,1461.0,300,25
460.0,347.0,120.0,Swing Level 5,Spin Level -4,centre - 0,2880.0,2878.5,3290.0,3291.0,1175.0,1174.5,1255.0,1258.0,150,40
,,,,,top- 1,2860.0,2858.0,3280.0,3288.0,1420.0,1422.0,1580.0,1577.0,150,5
,,,,,left - 2,3102.0,3100.0,3280.0,3278.0,1150.0,1155.0,1310.0,1308.0,0,40
,,,,,right - 3,2652.0,2648.0,3280.0,3283.0,1150.0,1149.0,1310.0,1311.0,300,40
,,,,,bottom - 4,2860.0,2856.0,3280.0,3283.0,750.0,748.0,910.0,912.0,150,80
,,,,,top-mid-centre-5,2860.0,2857.0,3280.0,3288.0,1280.0,1280.0,1440.0,1439.0,150,25
,,,,,top-mid-left-6,3102.0,3098.0,3280.0,3286.0,1280.0,1281.0,1440.0,1436.0,0,25
,,,,,top-mid-right-7,2652.0,2657.0,3280.0,3276.0,1280.0,1278.0,1440.0,1437.0,300,25
460.0,347.0,120.0,Swing Level 5,Spin Level -3,centre - 0,2885.0,2884.5,3292.5,3294.5,1185.0,1188.5,1245.0,1243.5,150,40
,,,,,top- 1,2870.0,2865.0,3285.0,3286.0,1440.0,1437.0,1560.0,1562.0,150,5
,,,,,left - 2,3114.0,3117.0,3285.0,3292.0,1170.0,1167.0,1290.0,1290.0,0,40
,,,,,right - 3,2664.0,2666.0,3285.0,3283.0,1170.0,1166.0,1290.0,1287.0,300,40
,,,,,bottom - 4,2870.0,2874.0,3285.0,3284.0,770.0,766.0,890.0,893.0,150,80
,,,,,top-mid-centre-5,2870.0,2867.0,3285.0,3278.0,1300.0,1300.0,1420.0,1418.0,150,25
,,,,,top-mid-left-6,3114.0,3117.0,3285.0,3286.0,1300.0,1305.0,1420.0,1423.0,0,25
,,,,,top-mid-right-7,2664.0,2660.0,3285.0,3290.0,1300.0,1303.0,1420.0,1415.0,300,25
460.0,347.0,120.0,Swing Level 5,Spin Level -2,centre - 0,2890.0,2891.0,3295.0,3297.5,1195.0,1196.5,1235.0,1238.0,150,40
,,,,,top- 1,2880.0,2885.0,3290.0,3290.0,1460.0,1455.0,1540.0,1542.0,150,5
,,,,,left - 2,3126.0,3126.0,3290.0,3293.0,1190.0,1195.0,1270.0,1273.0,0,40
,,,,,right - 3,2676.0,2671.0,3290.0,3298.0,1190.0,1188.0,1270.0,1270.0,300,40
,,,,,bottom - 4,2880.0,2881.0,3290.0,3288.0,790.0,787.0,870.0,866.0,150,80
,,,,,top-mid-centre-5,2880.0,2875.0,3290.0,3296.0,1320.0,1323.0,1400.0,1401.0,150,25
,,,,,top-mid-left-6,3126.0,3127.0,3290.0,3288.0,1320.0,1321.0,1400.0,1396.0,0,25
,,,,,top-mid-right-7,2676.0,2681.0,3290.0,3291.0,1320.0,1319.0,1400.0,1402.0,300,25
460.0,347.0,120.0,Swing Level 5,Spin Level -1,centre - 0,2895.0,2895.5,3297.5,3299.0,1205.0,1206.0,1225.0,1226.0,150,40
,,,,,top- 1,2890.0,2886.0,3295.0,3292.0,1480.0,1477.0,1520.0,1517.0,150,5
,,,,,left - 2,3138.0,3133.0,3295.0,3295.0,1210.0,1211.0,1250.0,1255.0,0,40
,,,,,right - 3,2688.0,2687.0,3295.0,3302.0,1210.0,1211.0,1250.0,1246.0,300,40
,,,,,bottom - 4,2890.0,2891.0,3295.0,3302.0,810.0,813.0,850.0,849.0,150,80
,,,,,top-mid-centre-5,2890.0,2894.0,3295.0,3301.0,1340.0,1345.0,1380.0,1375.0,150,25
,,,,,top-mid-left-6,3138.0,3139.0,3295.0,3293.0,1340.0,1339.0,1380.0,1383.0,0,25
,,,,,top-mid-right-7,2688.0,2689.0,3295.0,3294.0,1340.0,1339.0,1380.0,1384.0,300,25
580.0,354.0,120.0,Swing Level 5,Spin Level 0,centre - 0,2900.0,2902.0,3300.0,3305.0,1200.0,1202.0,1200.0,1201.0,150,40
,,,,,top- 1,2950.0,2952.9,3130.0,3131.0,1300.0,1300.8,1100.0,1098.0,150,5
,,,,,left - 2,3200.0,3202.3,3130.0,3129.6,1300.0,1298.0,1100.0,1097.1,0,40
,,,,,right - 3,2750.0,2750.4,3130.0,3130.2,1300.0,1301.3,1100.0,1102.3,300,40
,,,,,bottom - 4,2950.0,2947.5,3130.0,3131.4,1300.0,1298.1,1100.0,1102.1,150,80
,,,,,top-mid-centre-5,3075.0,3076.9,3130.0,3130.2,1300.0,1301.3,1100.0,1098.9,150,25
,,,,,top-mid-left-6,3300.0,3299.8,3130.0,3131.9,1300.0,1299.8,1100.0,1099.1,0,25
,,,,,top-mid-right-7,2910.0,2910.0,3130.0,3132.0,1300.0,1299.0,1100.0,1098.0,300,25
460.0,347.0,120.0,Swing Level 5,Spin Level 1,centre - 0,2905.0,2904.0,3302.5,3305.5,1225.0,1224.0,1205.0,1203.0,150,40
,,,,,top- 1,2910.0,2909.0,3305.0,3300.0,1520.0,1517.0,1480.0,1480.0,150,5
,,,,,left - 2,3162.0,3162.0,3305.0,3307.0,1250.0,1249.0,1210.0,1211.0,0,40
,,,,,right - 3,2712.0,2707.0,3305.0,3298.0,1250.0,1251.0,1210.0,1212.0,300,40
,,,,,bottom - 4,2910.0,2906.0,3305.0,3305.0,850.0,854.0,810.0,809.0,150,80
,,,,,top-mid-centre-5,2910.0,2915.0,3305.0,3311.0,1380.0,1378.0,1340.0,1344.0,150,25
,,,,,top-mid-left-6,3162.0,3157.0,3305.0,3300.0,1380.0,1376.0,1340.0,1336.0,0,25
,,,,,top-mid-right-7,2712.0,2710.0,3305.0,3309.0,1380.0,1385.0,1340.0,1337.0,300,25
460.0,347.0,120.0,Swing Level 5,Spin Level 2,centre - 0,2910.0,2913.5,3305.0,3310.0,1235.0,1238.5,1195.0,1193.5,150,40
,,,,,top- 1,2920.0,2918.0,3310.0,3314.0,1540.0,1539.0,1460.0,1459.0,150,5
,,,,,left - 2,3174.0,3178.0,3310.0,3310.0,1270.0,1265.0,1190.0,1195.0,0,40
,,,,,right - 3,2724.0,2723.0,3310.0,3314.0,1270.0,1274.0,1190.0,1190.0,300,40
,,,,,bottom - 4,2920.0,2922.0,3310.0,3318.0,870.0,875.0,790.0,786.0,150,80
,,,,,top-mid-centre-5,2920.0,2919.0,3310.0,3314.0,1400.0,1403.0,1320.0,1321.0,150,25
,,,,,top-mid-left-6,3174.0,3169.0,3310.0,3318.0,1400.0,1399.0,1320.0,1317.0,0,25
,,,,,top-mid-right-7,2724.0,2719.0,3310.0,3304.0,1400.0,1398.0,1320.0,1324.0,300,25
460.0,347.0,120.0,Swing Level 5,Spin Level 3,centre - 0,2915.0,2914.0,3307.5,3312.5,1245.0,1244.5,1185.0,1185.5,150,40
,,,,,top- 1,2930.0,2925.0,3315.0,3315.0,1560.0,1563.0,1440.0,1441.0,150,5
,,,,,left - 2,3186.0,3191.0,3315.0,3312.0,1290.0,1292.0,1170.0,1170.0,0,40
,,,,,right - 3,2736.0,2733.0,3315.0,3311.0,1290.0,1295.0,1170.0,1166.0,300,40
,,,,,bottom - 4,2930.0,2933.0,3315.0,3309.0,890.0,885.0,770.0,768.0,150,80
,,,,,top-mid-centre-5,2930.0,2927.0,3315.0,3311.0,1420.0,1422.0,1300.0,1295.0,150,25
,,,,,top-mid-left-6,3186.0,3186.0,3315.0,3315.0,1420.0,1415.0,1300.0,1302.0,0,25
,,,,,top-mid-right-7,2736.0,2732.0,3315.0,3311.0,1420.0,1417.0,1300.0,1304.0,300,25
460.0,347.0,120.0,Swing Level 5,Spin Level 4,centre - 0,2920.0,2919.0,3310.0,3313.0,1255.0,1257.5,1175.0,1173.5,150,40
,,,,,top- 1,2940.0,2939.0,3320.0,3317.0,1580.0,1577.0,1420.0,1424.0,150,5
,,,,,left - 2,3198.0,3197.0,3320.0,3318.0,1310.0,1313.0,1150.0,1155.0,0,40
,,,,,right - 3,2748.0,2743.0,3320.0,3319.0,1310.0,1311.0,1150.0,1153.0,300,40
,,,,,bottom - 4,2940.0,2943.0,3320.0,3321.0,910.0,915.0,750.0,746.0,150,80
,,,,,top-mid-centre-5,2940.0,2945.0,3320.0,3323.0,1440.0,1442.0,1280.0,1281.0,150,25
,,,,,top-mid-left-6,3198.0,3196.0,3320.0,3317.0,1440.0,1436.0,1280.0,1279.0,0,25
,,,,,top-mid-right-7,2748.0,2751.0,3320.0,3326.0,1440.0,1441.0,1280.0,1279.0,300,25
460.0,347.0,120.0,Swing Level 5,Spin Level 5,centre - 0,2925.0,2928.5,3312.5,3318.0,1265.0,1264.0,1165.0,1166.0,150,40
,,,,,top- 1,2950.0,2953.0,3325.0,3323.0,1600.0,1602.0,1400.0,1400.0,150,5
,,,,,left - 2,3210.0,3206.0,3325.0,3320.0,1330.0,1327.0,1130.0,1130.0,0,40
,,,,,right - 3,2760.0,2762.0,3325.0,3319.0,1330.0,1326.0,1130.0,1131.0,300,40
,,,,,bottom - 4,2950.0,2946.0,3325.0,3326.0,930.0,934.0,730.0,733.0,150,80
,,,,,top-mid-centre-5,2950.0,2954.0,3325.0,3328.0,1460.0,1465.0,1260.0,1257.0,150,25
,,,,,top-mid-left-6,3210.0,3210.0,3325.0,3322.0,1460.0,1457.0,1260.0,1260.0,0,25
,,,,,top-mid-right-7,2760.0,2757.0,3325.0,3327.0,1460.0,1462.0,1260.0,1259.0,300,25
405.5,532.0,130.0,Swing Level -5,Spin Level -5,centre - 0,2875.0,2872.0,3237.5,3237.0,1175.0,1171.0,1275.0,1276.0,150,40
,,,,,top- 1,2850.0,2845.0,3275.0,3272.0,1400.0,1405.0,1600.0,1600.0,150,5
,,,,,left - 2,3090.0,3088.0,3275.0,3271.0,1150.0,1145.0,1350.0,1354.0,0,40
,,,,,right - 3,2640.0,2639.0,3275.0,3274.0,1150.0,1146.0,1350.0,1349.0,300,40
,,,,,bottom - 4,2850.0,2854.0,3275.0,3273.0,750.0,749.0,950.0,955.0,150,80
,,,,,top-mid-centre-5,2850.0,2845.0,3275.0,3273.0,1250.0,1250.0,1450.0,1447.0,150,25
,,,,,top-mid-left-6,3090.0,3093.0,3275.0,3271.0,1250.0,1250.0,1450.0,1447.0,0,25
,,,,,top-mid-right-7,2640.0,2639.0,3275.0,3281.0,1250.0,1246.0,1450.0,1448.0,300,25
353.0,479.5,130.0,Swing Level -5,Spin Level -4,centre - 0,2880.0,2880.0,3240.0,3241.0,1185.0,1183.5,1265.0,1266.5,150,40
,,,,,top- 1,2860.0,2856.0,3280.0,3282.0,1420.0,1420.0,1580.0,1575.0,150,5
,,,,,left - 2,3102.0,3100.0,3280.0,3281.0,1170.0,1171.0,1330.0,1328.0,0,40
,,,,,right - 3,2652.0,2651.0,3280.0,3280.0,1170.0,1175.0,1330.0,1334.0,300,40
,,,,,bottom - 4,2860.0,2865.0,3280.0,3276.0,770.0,772.0,930.0,929.0,150,80
,,,,,top-mid-centre-5,2860.0,2865.0,3280.0,3274.0,1270.0,1265.0,1430.0,1430.0,150,25
,,,,,top-mid-left-6,3102.0,3102.0,3280.0,3283.0,1270.0,1266.0,1430.0,1426.0,0,25
,,,,,top-mid-right-7,2652.0,2655.0,3280.0,3287.0,1270.0,1274.0,1430.0,1433.0,300,25
353.0,479.5,130.0,Swing Level -5,Spin Level -3,centre - 0,2885.0,2882.0,3242.5,3240.5,1195.0,1193.5,1255.0,1257.5,150,40
,,,,,top- 1,2870.0,2874.0,3285.0,3284.0,1440.0,1444.0,1560.0,1563.0,150,5
,,,,,left - 2,3114.0,3115.0,3285.0,3290.0,1190.0,1195.0,1310.0,1314.0,0,40
,,,,,right - 3,2664.0,2666.0,3285.0,3289.0,1190.0,1195.0,1310.0,1308.0,300,40
,,,,,bottom - 4,2870.0,2869.0,3285.0,3277.0,790.0,788.0,910.0,908.0,150,80
,,,,,top-mid-centre-5,2870.0,2874.0,3285.0,3279.0,1290.0,1287.0,1410.0,1405.0,150,25
,,,,,top-mid-left-6,3114.0,3117.0,3285.0,3284.0,1290.0,1290.0,1410.0,1405.0,0,25
,,,,,top-mid-right-7,2664.0,2667.0,3285.0,3284.0,1290.0,1291.0,1410.0,1415.0,300,25
353.0,479.5,130.0,Swing Level -5,Spin Level -2,centre - 0,2890.0,2887.0,3245.0,3244.5,1205.0,1204.0,1245.0,1245.5,150,40
,,,,,top- 1,2880.0,2883.0,3290.0,3295.0,1460.0,1460.0,1540.0,1537.0,150,5
,,,,,left - 2,3126.0,3123.0,3290.0,3282.0,1210.0,1211.0,1290.0,1285.0,0,40
,,,,,right - 3,2676.0,2674.0,3290.0,3289.0,1210.0,1207.0,1290.0,1287.0,300,40
,,,,,bottom - 4,2880.0,2879.0,3290.0,3292.0,810.0,808.0,890.0,891.0,150,80
,,,,,top-mid-centre-5,2880.0,2882.0,3290.0,3283.0,1310.0,1308.0,1390.0,1385.0,150,25
,,,,,top-mid-left-6,3126.0,3130.0,3290.0,3298.0,1310.0,1306.0,1390.0,1385.0,0,25
,,,,,top-mid-right-7,2676.0,2676.0,3290.0,3290.0,1310.0,1315.0,1390.0,1389.0,300,25
353.0,479.5,130.0,Swing Level -5,Spin Level -1,centre - 0,2895.0,2891.5,3247.5,3245.5,1215.0,1212.0,1235.0,1237.0,150,40
,,,,,top- 1,2890.0,2892.0,3295.0,3287.0,1480.0,1480.0,1520.0,1522.0,150,5
,,,,,left - 2,3138.0,3140.0,3295.0,3291.0,1230.0,1226.0,1270.0,1265.0,0,40
,,,,,right - 3,2688.0,2687.0,3295.0,3292.0,1230.0,1227.0,1270.0,1275.0,300,40
,,,,,bottom - 4,2890.0,2892.0,3295.0,3298.0,830.0,833.0,870.0,873.0,150,80
,,,,,top-mid-centre-5,2890.0,2892.0,3295.0,3291.0,1330.0,1335.0,1370.0,1370.0,150,25
,,,,,top-mid-left-6,3138.0,3143.0,3295.0,3300.0,1330.0,1326.0,1370.0,1370.0,0,25
,,,,,top-mid-right-7,2688.0,2685.0,3295.0,3297.0,1330.0,1334.0,1370.0,1375.0,300,25
366.0,619.0,130.0,Swing Level -5,Spin Level 0,centre - 0,2900.0,2897.0,3200.0,3201.0,1200.0,1197.0,1200.0,1203.0,150,40
,,,,,top- 1,2850.0,2851.3,3110.0,3112.0,1100.0,1097.6,1300.0,1298.4,150,5
,,,,,left - 2,3100.0,3097.9,3110.0,3109.1,1100.0,1099.7,1300.0,1301.5,0,40
,,,,,right - 3,2650.0,2650.9,3110.0,3110.7,1100.0,1099.1,1300.0,1302.0,300,40
,,,,,bottom - 4,2850.0,2849.8,3110.0,3112.9,1100.0,1100.8,1300.0,1297.8,150,80
,,,,,top-mid-centre-5,2975.0,2976.1,3110.0,3109.0,1100.0,1101.1,1300.0,1297.4,150,25
,,,,,top-mid-left-6,3200.0,3198.0,3110.0,3112.1,1100.0,1098.4,1300.0,1302.0,0,25
,,,,,top-mid-right-7,2810.0,2808.7,3110.0,3110.9,1100.0,1101.2,1300.0,1300.1,300,25
353.0,479.5,130.0,Swing Level -5,Spin Level 1,centre - 0,2905.0,2904.5,3252.5,3249.0,1235.0,1231.5,1215.0,1217.0,150,40
,,,,,top- 1,2910.0,2909.0,3305.0,3300.0,1520.0,1517.0,1480.0,1478.0,150,5
,,,,,left - 2,3162.0,3165.0,3305.0,3299.0,1270.0,1273.0,1230.0,1229.0,0,40
,,,,,right - 3,2712.0,2717.0,3305.0,3304.0,1270.0,1273.0,1230.0,1226.0,300,40
,,,,,bottom - 4,2910.0,2908.0,3305.0,3297.0,870.0,874.0,830.0,825.0,150,80
,,,,,top-mid-centre-5,2910.0,2911.0,3305.0,3304.0,1370.0,1369.0,1330.0,1325.0,150,25
,,,,,top-mid-left-6,3162.0,3160.0,3305.0,3310.0,1370.0,1365.0,1330.0,1329.0,0,25
,,,,,top-mid-right-7,2712.0,2716.0,3305.0,3310.0,1370.0,1372.0,1330.0,1332.0,300,25
353.0,479.5,130.0,Swing Level -5,Spin Level 2,centre - 0,2910.0,2908.0,3255.0,3259.5,1245.0,1245.0,1205.0,1207.5,150,40
,,,,,top- 1,2920.0,2924.0,3310.0,3311.0,1540.0,1545.0,1460.0,1462.0,150,5
,,,,,left - 2,3174.0,3172.0,3310.0,3305.0,1290.0,1294.0,1210.0,1206.0,0,40
,,,,,right - 3,2724.0,2723.0,3310.0,3309.0,1290.0,1287.0,1210.0,1209.0,300,40
,,,,,bottom - 4,2920.0,2920.0,3310.0,3303.0,890.0,885.0,810.0,815.0,150,80
,,,,,top-mid-centre-5,2920.0,2922.0,3310.0,3313.0,1390.0,1386.0,1310.0,1315.0,150,25
,,,,,top-mid-left-6,3174.0,3175.0,3310.0,3313.0,1390.0,1393.0,1310.0,1310.0,0,25
,,,,,top-mid-right-7,2724.0,2729.0,3310.0,3315.0,1390.0,1395.0,1310.0,1307.0,300,25
353.0,479.5,130.0,Swing Level -5,Spin Level 3,centre - 0,2915.0,2911.5,3257.5,3261.0,1255.0,1254.0,1195.0,1198.0,150,40
,,,,,top- 1,2930.0,2933.0,3315.0,3323.0,1560.0,1555.0,1440.0,1440.0,150,5
,,,,,left - 2,3186.0,3181.0,3315.0,3319.0,1310.0,1305.0,1190.0,1194.0,0,40
,,,,,right - 3,2736.0,2735.0,3315.0,3308.0,1310.0,1308.0,1190.0,1192.0,300,40
,,,,,bottom - 4,2930.0,2926.0,3315.0,3312.0,910.0,910.0,790.0,787.0,150,80
,,,,,top-mid-centre-5,2930.0,2932.0,3315.0,3309.0,1410.0,1405.0,1290.0,1287.0,150,25
,,,,,top-mid-left-6,3186.0,3187.0,3315.0,3312.0,1410.0,1410.0,1290.0,1291.0,0,25
,,,,,top-mid-right-7,2736.0,2732.0,3315.0,3314.0,1410.0,1407.0,1290.0,1286.0,300,25
353.0,479.5,130.0,Swing Level -5,Spin Level 4,centre - 0,2920.0,2919.5,3260.0,3260.5,1265.0,1264.0,1185.0,1187.0,150,40
,,,,,top- 1,2940.0,2939.0,3320.0,3318.0,1580.0,1583.0,1420.0,1422.0,150,5
,,,,,left - 2,3198.0,3193.0,3320.0,3314.0,1330.0,1329.0,1170.0,1172.0,0,40
,,,,,right - 3,2748.0,2752.0,3320.0,3318.0,1330.0,1326.0,1170.0,1169.0,300,40
,,,,,bottom - 4,2940.0,2935.0,3320.0,3314.0,930.0,932.0,770.0,771.0,150,80
,,,,,top-mid-centre-5,2940.0,2938.0,3320.0,3326.0,1430.0,1427.0,1270.0,1265.0,150,25
,,,,,top-mid-left-6,3198.0,3201.0,3320.0,3326.0,1430.0,1425.0,1270.0,1273.0,0,25
,,,,,top-mid-right-7,2748.0,2748.0,3320.0,3324.0,1430.0,1429.0,1270.0,1275.0,300,25
353.0,479.5,130.0,Swing Level -5,Spin Level 5,centre - 0,2925.0,2924.0,3262.5,3262.5,1275.0,1273.5,1175.0,1174.0,150,40
,,,,,top- 1,2950.0,2947.0,3325.0,3330.0,1600.0,1603.0,1400.0,1400.0,150,5
,,,,,left - 2,3210.0,3212.0,3325.0,3328.0,1350.0,1353.0,1150.0,1147.0,0,40
,,,,,right - 3,2760.0,2763.0,3325.0,3329.0,1350.0,1353.0,1150.0,1155.0,300,40
,,,,,bottom - 4,2950.0,2951.0,3325.0,3320.0,950.0,955.0,750.0,751.0,150,80
